latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
23.73226,75.64771,350.96,0.43,0.46,2025-04-11,0829,N20,VIIRS,n,2,316.99,8.07,D,0
23.95929,77.9043,347.59,0.6,0.53,2025-04-11,0829,N20,VIIRS,l,2,318.54,22.59,D,0
23.96474,77.90968,345.97,0.6,0.53,2025-04-11,0829,N20,VIIRS,n,2,314.9,20.22,D,0
23.96305,77.89185,341.03,0.6,0.53,2025-04-11,0829,N20,VIIRS,l,2,315.32,12.24,D,0
23.73271,75.64805,353.55,0.43,0.46,2025-04-11,0829,N20,VIIRS,n,2,318.42,7.75,D,0
23.73692,75.6475,346.88,0.43,0.46,2025-04-11,0829,N20,VIIRS,n,2,315.13,7.75,D,0
24.07381,78.98747,336.3,0.35,0.57,2025-04-11,0829,N20,VIIRS,l,2,310.24,5.12,D,0
23.96266,77.78513,343.84,0.59,0.53,2025-04-11,0829,N20,VIIRS,l,2,316.26,9.95,D,0
24.01047,78.23543,349.98,0.63,0.54,2025-04-11,0829,N20,VIIRS,n,2,316.16,11.37,D,0
23.97292,77.78981,335.89,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,300.94,14.23,D,0
23.97663,77.77759,367,0.59,0.53,2025-04-11,0829,N20,VIIRS,h,2,319.68,37.39,D,0
23.98403,77.85363,348.72,0.59,0.53,2025-04-11,0829,N20,VIIRS,l,2,321.29,66.04,D,0
24.24817,80.817,367,0.46,0.64,2025-04-11,0829,N20,VIIRS,h,2,309.54,47.8,D,0
24.24853,80.82162,330.2,0.46,0.64,2025-04-11,0829,N20,VIIRS,n,2,302.23,18.14,D,0
24.24782,80.81239,348.11,0.46,0.64,2025-04-11,0829,N20,VIIRS,n,2,308.68,47.8,D,0
24.19044,80.09586,334.7,0.42,0.61,2025-04-11,0829,N20,VIIRS,l,2,307.62,3.45,D,0
24.19011,80.09187,338.34,0.42,0.61,2025-04-11,0829,N20,VIIRS,l,2,308.84,4.38,D,0
24.18978,80.08788,338.18,0.42,0.61,2025-04-11,0829,N20,VIIRS,l,2,310.93,4.38,D,0
23.9889,77.8531,344.82,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,313.9,30.45,D,0
23.98833,77.84722,344.22,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,312.35,28.04,D,0
23.98148,77.77704,338.71,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,311.87,2.98,D,0
23.97521,77.71306,349.28,0.58,0.52,2025-04-11,0829,N20,VIIRS,n,2,317.22,15.02,D,0
24.19606,80.09522,341.14,0.42,0.61,2025-04-11,0829,N20,VIIRS,n,2,307.89,3.45,D,0
24.19573,80.09126,349.02,0.42,0.61,2025-04-11,0829,N20,VIIRS,n,2,310.61,4.38,D,0
23.94546,77.36553,354.21,0.55,0.51,2025-04-11,0829,N20,VIIRS,n,2,317,14.77,D,0
23.99806,77.84611,344.83,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,314.69,14.31,D,0
23.99749,77.84023,348.69,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,314.69,14.31,D,0
23.99691,77.83436,347.05,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,316,16.06,D,0
23.99634,77.82852,346.08,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,317.09,16.06,D,0
23.04476,70.12003,340.22,0.39,0.36,2025-04-11,0829,N20,VIIRS,l,2,312,3.71,D,0
24.00178,77.83385,367,0.59,0.53,2025-04-11,0829,N20,VIIRS,h,2,316.9,16.06,D,0
24.24343,80.46246,332.88,0.44,0.62,2025-04-11,0829,N20,VIIRS,l,2,306.28,1.88,D,0
24.07316,78.41502,345.86,0.32,0.55,2025-04-11,0829,N20,VIIRS,n,2,313.55,4.31,D,0
24.04654,77.93661,345.62,0.6,0.53,2025-04-11,0829,N20,VIIRS,l,2,316.05,13.91,D,0
24.05203,77.942,344.15,0.6,0.53,2025-04-11,0829,N20,VIIRS,n,2,313.57,23.37,D,0
24.05143,77.93604,343.88,0.6,0.53,2025-04-11,0829,N20,VIIRS,l,2,318.25,13.91,D,0
23.81826,75.45129,345.73,0.42,0.45,2025-04-11,0829,N20,VIIRS,n,2,318.85,7.17,D,0
23.12158,70.08759,340.93,0.39,0.36,2025-04-11,0829,N20,VIIRS,l,2,312.14,2.17,D,2
24.08039,77.90119,338.65,0.6,0.53,2025-04-11,0829,N20,VIIRS,l,2,311.96,6.06,D,0
24.28943,79.9454,337.54,0.41,0.6,2025-04-11,0829,N20,VIIRS,l,2,310.4,4.74,D,0
24.20308,78.94941,344.52,0.35,0.57,2025-04-11,0829,N20,VIIRS,n,2,311.74,4.45,D,0
24.07634,77.60715,340.6,0.58,0.52,2025-04-11,0829,N20,VIIRS,n,2,311.51,18.15,D,0
24.07577,77.60146,356.02,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,316.29,18.15,D,0
24.07521,77.59575,341.36,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,310.16,11.79,D,0
24.34322,80.39021,352.49,0.44,0.62,2025-04-11,0829,N20,VIIRS,n,2,310.89,7.25,D,0
24.10594,77.4224,341.44,0.56,0.51,2025-04-11,0829,N20,VIIRS,l,2,312.72,13.1,D,0
24.10536,77.41686,338.4,0.56,0.51,2025-04-11,0829,N20,VIIRS,l,2,310.91,13.1,D,0
24.11068,77.42186,355.57,0.56,0.51,2025-04-11,0829,N20,VIIRS,n,2,313.03,18.6,D,0
24.11011,77.41631,342.38,0.56,0.51,2025-04-11,0829,N20,VIIRS,n,2,309.3,18.6,D,0
24.31206,79.44148,349.76,0.38,0.59,2025-04-11,0829,N20,VIIRS,n,2,310.13,4.36,D,0
24.31172,79.43779,341.82,0.38,0.59,2025-04-11,0829,N20,VIIRS,n,2,310.87,4.13,D,0
23.52596,72.42925,346.69,0.44,0.38,2025-04-11,0829,N20,VIIRS,n,2,310.14,8.77,D,0
24.21142,78.06951,356.39,0.62,0.54,2025-04-11,0829,N20,VIIRS,n,2,312.39,13.84,D,0
23.5071,72.16019,338.81,0.43,0.38,2025-04-11,0829,N20,VIIRS,n,2,308.61,2.16,D,0
23.50653,72.15601,336.87,0.43,0.38,2025-04-11,0829,N20,VIIRS,l,2,308.65,2.16,D,0
24.31392,79.43861,352.36,0.38,0.59,2025-04-11,0829,N20,VIIRS,n,2,312.52,7.06,D,0
24.11844,77.295,344.02,0.55,0.51,2025-04-11,0829,N20,VIIRS,l,2,317.94,16.83,D,0
24.1242,77.30515,347.94,0.55,0.51,2025-04-11,0829,N20,VIIRS,n,2,318.41,14.99,D,0
24.22836,78.29111,367,0.32,0.55,2025-04-11,0829,N20,VIIRS,h,2,315.79,7.91,D,0
24.2331,78.28746,346.82,0.32,0.55,2025-04-11,0829,N20,VIIRS,n,2,317.85,7.96,D,0
24.21287,78.07175,342.69,0.62,0.54,2025-04-11,0829,N20,VIIRS,n,2,310.54,6.1,D,0
24.2123,78.06565,340.79,0.62,0.54,2025-04-11,0829,N20,VIIRS,n,2,312.57,6.1,D,0
23.87125,74.82814,345.22,0.39,0.44,2025-04-11,0829,N20,VIIRS,n,2,319.67,19.85,D,0
23.94324,75.38401,367,0.42,0.45,2025-04-11,0829,N20,VIIRS,h,2,321.08,18.16,D,0
23.8394,74.45522,349.34,0.55,0.43,2025-04-11,0829,N20,VIIRS,n,2,319.92,15.11,D,0
23.86667,74.65094,345.25,0.57,0.43,2025-04-11,0829,N20,VIIRS,n,2,314.7,6.63,D,0
24.20744,77.75791,341.31,0.59,0.53,2025-04-11,0829,N20,VIIRS,n,2,315.46,6.19,D,0
24.19564,77.49261,345.7,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,315.57,50.82,D,0
23.90377,74.82751,345.26,0.39,0.44,2025-04-11,0829,N20,VIIRS,n,2,315.68,3.74,D,0
24.19814,77.4696,353.13,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,317.81,23.09,D,0
24.19757,77.464,341.75,0.57,0.52,2025-04-11,0829,N20,VIIRS,l,2,315.19,23.09,D,0
23.54123,71.93019,340.52,0.42,0.38,2025-04-11,0829,N20,VIIRS,l,2,312.8,4.41,D,0
24.08616,76.31832,342.23,0.48,0.48,2025-04-11,0829,N20,VIIRS,n,2,309.48,20.56,D,0
24.46549,80.17629,333.67,0.42,0.61,2025-04-11,0829,N20,VIIRS,l,2,307.27,3,D,0
24.09058,76.31779,343.74,0.48,0.48,2025-04-11,0829,N20,VIIRS,n,2,310.09,13.1,D,0
23.76385,73.55938,340.65,0.5,0.41,2025-04-11,0829,N20,VIIRS,l,2,314.92,7.51,D,0
23.73767,73.29641,337.06,0.48,0.4,2025-04-11,0829,N20,VIIRS,l,2,310.05,3.43,D,0
24.50848,80.34404,340.38,0.43,0.62,2025-04-11,0829,N20,VIIRS,l,2,310.46,4.5,D,0
24.3095,78.08604,350.54,0.62,0.54,2025-04-11,0829,N20,VIIRS,n,2,308.43,8.84,D,0
24.30888,78.07986,339.87,0.62,0.54,2025-04-11,0829,N20,VIIRS,l,2,312.45,8.84,D,0
24.31057,78.08474,354.21,0.62,0.54,2025-04-11,0829,N20,VIIRS,n,2,311.06,10.58,D,0
23.87382,73.97703,340.92,0.52,0.42,2025-04-11,0829,N20,VIIRS,l,2,315.3,6.25,D,0
23.84991,73.71905,339.89,0.51,0.41,2025-04-11,0829,N20,VIIRS,l,2,313.86,7.99,D,0
24.25732,77.28256,345.39,0.55,0.51,2025-04-11,0829,N20,VIIRS,l,2,319,14.11,D,0
24.43099,78.88857,367,0.35,0.57,2025-04-11,0829,N20,VIIRS,h,2,312.57,18,D,0
24.43068,78.8851,367,0.35,0.57,2025-04-11,0829,N20,VIIRS,h,2,311.29,11.77,D,0
24.29738,77.4907,344.44,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,294.51,4.04,D,0
24.29682,77.48507,344.43,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,300.59,4.4,D,0
24.29626,77.47945,335.98,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,295.6,4.4,D,0
24.29569,77.47383,355.5,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,312.04,9.21,D,0
24.29513,77.4682,341.65,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,309.1,9.21,D,0
24.43622,78.888,339.34,0.35,0.57,2025-04-11,0829,N20,VIIRS,n,2,309.35,3.59,D,0
24.43591,78.88453,349.8,0.35,0.57,2025-04-11,0829,N20,VIIRS,n,2,309.87,5.08,D,0
24.30159,77.48453,352.38,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,314.6,15.57,D,0
24.30103,77.4789,356.08,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,313.75,15.57,D,0
24.30046,77.47328,353.13,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,313.67,8.69,D,0
24.2999,77.46766,344.11,0.57,0.52,2025-04-11,0829,N20,VIIRS,n,2,311.55,8.69,D,0
24.53156,79.52514,348.39,0.39,0.59,2025-04-11,0829,N20,VIIRS,n,2,310.47,5.07,D,0
24.53123,79.52146,338.84,0.39,0.59,2025-04-11,0829,N20,VIIRS,l,2,308.89,4.85,D,0
24.55175,79.68964,337.16,0.4,0.6,2025-04-11,0829,N20,VIIRS,n,2,305.84,2.22,D,0
24.537,79.52446,344.19,0.39,0.59,2025-04-11,0829,N20,VIIRS,n,2,310.4,4.96,D,0
24.55761,79.69301,331.56,0.4,0.6,2025-04-11,0829,N20,VIIRS,l,2,304.16,2.22,D,0
24.55724,79.68879,334.35,0.4,0.6,2025-04-11,0829,N20,VIIRS,l,2,306.4,2.22,D,0
24.48761,78.92859,340.45,0.35,0.57,2025-04-11,0829,N20,VIIRS,n,2,309.25,2.2,D,0
24.43701,78.34785,345.62,0.32,0.55,2025-04-11,0829,N20,VIIRS,n,2,315.48,5.3,D,0
24.50781,79.03025,344.36,0.36,0.57,2025-04-11,0829,N20,VIIRS,n,2,309.12,4.32,D,0
23.64222,71.59896,345.66,0.41,0.37,2025-04-11,0829,N20,VIIRS,n,2,311.01,6.97,D,0
24.53277,79.52441,345.33,0.39,0.59,2025-04-11,0830,N20,VIIRS,n,2,310.41,4.14,D,0
24.53247,79.52075,337.37,0.39,0.59,2025-04-11,0830,N20,VIIRS,l,2,309.33,5.6,D,0
24.55185,79.68925,338.56,0.4,0.6,2025-04-11,0830,N20,VIIRS,n,2,305.65,3.54,D,0
24.53822,79.52378,340.25,0.39,0.59,2025-04-11,0830,N20,VIIRS,n,2,309.16,4.14,D,0
24.48755,78.92749,342.3,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,309.35,1.88,D,0
24.43614,78.34946,342.99,0.32,0.55,2025-04-11,0830,N20,VIIRS,l,2,314.19,5.5,D,0
23.28684,69.01158,343.54,0.39,0.36,2025-04-11,0830,N20,VIIRS,l,2,315.12,4.32,D,0
24.55733,79.68836,332.98,0.4,0.6,2025-04-11,0830,N20,VIIRS,l,2,306.52,2.36,D,0
24.51233,79.02877,333.52,0.36,0.57,2025-04-11,0830,N20,VIIRS,l,2,308.49,3.27,D,0
24.36245,77.41261,349.24,0.56,0.52,2025-04-11,0830,N20,VIIRS,n,2,311.03,14.66,D,0
24.57382,79.68616,336.09,0.4,0.6,2025-04-11,0830,N20,VIIRS,l,2,306.48,1.35,D,0
24.57925,79.68456,354.68,0.4,0.6,2025-04-11,0830,N20,VIIRS,n,2,309.16,5.49,D,0
24.66342,80.222,345.14,0.43,0.62,2025-04-11,0830,N20,VIIRS,n,2,310.19,7.11,D,0
24.66306,80.21772,337.73,0.43,0.62,2025-04-11,0830,N20,VIIRS,l,2,312.2,6.02,D,0
24.56605,79.09209,338.48,0.36,0.58,2025-04-11,0830,N20,VIIRS,l,2,309.94,4.44,D,0
24.52873,78.57159,367,0.34,0.56,2025-04-11,0830,N20,VIIRS,h,2,307.43,12.23,D,0
24.46984,77.80786,339.89,0.6,0.53,2025-04-11,0830,N20,VIIRS,l,2,312.77,2.94,D,0
24.41936,77.31087,337.4,0.56,0.51,2025-04-11,0830,N20,VIIRS,l,2,311.65,3.4,D,0
24.68968,80.12514,334.91,0.42,0.61,2025-04-11,0830,N20,VIIRS,l,2,308.54,3.41,D,0
24.55754,78.65646,338.52,0.34,0.56,2025-04-11,0830,N20,VIIRS,n,2,307.83,1.63,D,0
24.55722,78.65308,337.2,0.34,0.56,2025-04-11,0830,N20,VIIRS,n,2,308.65,1.63,D,0
23.95665,73.26206,339.66,0.48,0.4,2025-04-11,0830,N20,VIIRS,n,2,308.64,2.76,D,0
24.14108,74.70683,355.53,0.38,0.43,2025-04-11,0830,N20,VIIRS,n,2,320.25,15.43,D,0
24.14507,74.7063,346.75,0.38,0.43,2025-04-11,0830,N20,VIIRS,l,2,317.91,8.36,D,0
24.47461,77.56553,349.41,0.58,0.52,2025-04-11,0830,N20,VIIRS,n,2,310.73,6.33,D,0
23.86976,72.43915,337.36,0.44,0.39,2025-04-11,0830,N20,VIIRS,l,2,308.83,1.42,D,0
23.87008,72.44045,335.12,0.44,0.39,2025-04-11,0830,N20,VIIRS,l,2,307.47,0.79,D,0
24.47419,77.56405,344.17,0.58,0.52,2025-04-11,0830,N20,VIIRS,n,2,313.84,10.15,D,0
24.62492,78.92027,340.62,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,312.83,1.39,D,0
24.55982,78.09805,346.25,0.63,0.54,2025-04-11,0830,N20,VIIRS,n,2,311.45,8.87,D,0
24.48279,77.30759,344.98,0.56,0.51,2025-04-11,0830,N20,VIIRS,n,2,314.96,8.29,D,0
25.01337,83.93103,331.67,0.74,0.76,2025-04-11,0830,N20,VIIRS,n,2,295.19,2.64,D,0
24.56089,78.00403,355.39,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,316.03,25.96,D,0
24.56584,78.00346,344.4,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,305.46,9.3,D,0
24.56524,77.99728,336.82,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,298.89,3.85,D,0
24.1823,74.38896,347.66,0.55,0.43,2025-04-11,0830,N20,VIIRS,l,2,320.41,12.09,D,0
24.18622,74.38839,346.92,0.55,0.43,2025-04-11,0830,N20,VIIRS,n,2,316.83,12.09,D,0
24.54636,77.22884,339.81,0.55,0.51,2025-04-11,0830,N20,VIIRS,n,2,310.74,6.33,D,0
23.80202,71.14705,340.21,0.4,0.37,2025-04-11,0830,N20,VIIRS,l,2,314.89,7.48,D,0
24.22435,74.37482,344.15,0.55,0.43,2025-04-11,0830,N20,VIIRS,l,2,316.86,5.81,D,0
25.09347,83.88805,330.41,0.74,0.76,2025-04-11,0830,N20,VIIRS,n,2,294.83,4.13,D,0
24.64581,77.83308,367,0.6,0.53,2025-04-11,0830,N20,VIIRS,h,2,316.06,11.74,D,0
24.85007,80.06164,336.72,0.42,0.61,2025-04-11,0830,N20,VIIRS,l,2,307.31,1.73,D,0
24.6739,78.02132,352.49,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,315.18,13.01,D,0
24.68006,78.03312,347.94,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,314.1,10.99,D,0
24.67946,78.02699,346.51,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,314.95,13.01,D,0
24.67887,78.02083,351.18,0.62,0.54,2025-04-11,0830,N20,VIIRS,n,2,314.39,13.01,D,0
24.19583,73.59343,343.68,0.5,0.41,2025-04-11,0830,N20,VIIRS,l,2,317.91,6.56,D,0
24.77615,78.77763,351.29,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,310.89,6.49,D,0
24.78723,78.7835,344.73,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,311.27,4.84,D,0
24.78691,78.78004,352.83,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,312.99,4.84,D,0
24.78658,78.7766,344.63,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,311.79,3.94,D,0
24.7879,78.78149,340.43,0.35,0.57,2025-04-11,0830,N20,VIIRS,l,2,311.34,5.15,D,0
24.7876,78.77803,348.6,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,312.71,5.15,D,0
24.68582,77.65197,342.52,0.59,0.53,2025-04-11,0830,N20,VIIRS,n,2,313.05,5.26,D,0
24.58992,76.49042,354.1,0.5,0.49,2025-04-11,0830,N20,VIIRS,n,2,317.18,17.38,D,0
24.71513,77.70212,343.82,0.59,0.53,2025-04-11,0830,N20,VIIRS,l,2,313.98,3.88,D,0
24.84083,78.90291,345.6,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,311.29,3.41,D,0
24.84051,78.89931,344.07,0.35,0.57,2025-04-11,0830,N20,VIIRS,n,2,312.27,3.41,D,0
24.84705,78.91319,339.83,0.36,0.57,2025-04-11,0830,N20,VIIRS,n,2,311.6,4.75,D,0
24.84673,78.90956,352.87,0.36,0.57,2025-04-11,0830,N20,VIIRS,n,2,312.03,3.85,D,0
24.84641,78.90596,337.77,0.36,0.57,2025-04-11,0830,N20,VIIRS,l,2,311.55,3.85,D,0
24.24488,73.30632,343.38,0.49,0.4,2025-04-11,0830,N20,VIIRS,n,2,312.51,6.44,D,0
24.85296,78.91978,367,0.36,0.57,2025-04-11,0830,N20,VIIRS,h,2,313.05,9.75,D,0
24.85263,78.91618,367,0.36,0.57,2025-04-11,0830,N20,VIIRS,h,2,314.84,10.05,D,0
24.85231,78.91257,356.16,0.36,0.57,2025-04-11,0830,N20,VIIRS,n,2,315.73,10.05,D,0
24.81494,78.06618,346.59,0.63,0.54,2025-04-11,0830,N20,VIIRS,n,2,314.76,15.37,D,0
24.39063,73.83052,342.52,0.52,0.41,2025-04-11,0830,N20,VIIRS,l,2,317.43,8.47,D,0
24.68451,76.41621,345.42,0.49,0.49,2025-04-11,0830,N20,VIIRS,n,2,315,15.03,D,0
24.39444,73.82999,344.69,0.52,0.41,2025-04-11,0830,N20,VIIRS,l,2,317.51,8.47,D,0
24.40142,73.82373,344.38,0.52,0.41,2025-04-11,0830,N20,VIIRS,l,2,318.34,10.15,D,0
24.77959,77.17122,367,0.55,0.51,2025-04-11,0830,N20,VIIRS,h,2,332.22,78.88,D,0
24.78013,77.17667,348.71,0.55,0.51,2025-04-11,0830,N20,VIIRS,n,2,316.76,78.88,D,0
24.85457,77.84127,343.52,0.61,0.53,2025-04-11,0830,N20,VIIRS,l,2,313.63,14.55,D,0
24.28074,72.74348,346.94,0.46,0.39,2025-04-11,0830,N20,VIIRS,n,2,309.21,4.74,D,0
24.70398,76.25764,345.09,0.48,0.48,2025-04-11,0830,N20,VIIRS,l,2,317.91,16.44,D,0
25.03369,79.6593,333.08,0.4,0.6,2025-04-11,0830,N20,VIIRS,l,2,304.17,1.51,D,0
25.03069,79.62373,333.05,0.4,0.6,2025-04-11,0830,N20,VIIRS,l,2,303.67,1.55,D,0
25.03036,79.61981,333.06,0.4,0.6,2025-04-11,0830,N20,VIIRS,l,2,305.85,1.55,D,0
24.70842,76.25711,344.21,0.48,0.48,2025-04-11,0830,N20,VIIRS,l,2,314.74,8.41,D,0
24.78114,76.90643,341.75,0.53,0.5,2025-04-11,0830,N20,VIIRS,n,2,309.81,13.81,D,0
24.47721,74.06122,345.41,0.54,0.42,2025-04-11,0830,N20,VIIRS,l,2,318.63,6.94,D,0
24.47657,74.056,346.4,0.53,0.42,2025-04-11,0830,N20,VIIRS,l,2,319.27,6.94,D,0
24.75224,76.41298,341.25,0.49,0.49,2025-04-11,0830,N20,VIIRS,n,2,315.45,5.23,D,0
24.90439,77.84212,367,0.61,0.53,2025-04-11,0830,N20,VIIRS,h,2,315.82,21.74,D,0
24.75672,76.41245,346.02,0.49,0.49,2025-04-11,0830,N20,VIIRS,n,2,315.11,5.23,D,0
24.92605,77.76076,341.99,0.6,0.53,2025-04-11,0830,N20,VIIRS,n,2,313.43,3.67,D,0
24.92544,77.75473,337.53,0.6,0.53,2025-04-11,0830,N20,VIIRS,n,2,312.32,3.67,D,0
24.76027,76.19778,344.41,0.48,0.48,2025-04-11,0830,N20,VIIRS,l,2,315.98,5.7,D,0
24.90634,77.84062,351.42,0.61,0.53,2025-04-11,0830,N20,VIIRS,n,2,313.76,13.16,D,0
24.75964,76.19516,348.74,0.48,0.48,2025-04-11,0830,N20,VIIRS,n,2,317.44,9.35,D,0
24.92364,77.75959,340.14,0.6,0.53,2025-04-11,0830,N20,VIIRS,l,2,312.93,4.99,D,0
24.97211,77.85194,344.05,0.61,0.53,2025-04-11,0830,N20,VIIRS,l,2,315.6,5.88,D,0
24.86074,76.59846,343.97,0.51,0.49,2025-04-11,0830,N20,VIIRS,n,2,316.04,4.33,D,0
24.86528,76.59791,343.01,0.51,0.49,2025-04-11,0830,N20,VIIRS,n,2,315.79,4.33,D,0
25.04353,77.9185,342.05,0.62,0.54,2025-04-11,0830,N20,VIIRS,l,2,314.37,6.8,D,0
25.04012,77.92289,343.63,0.62,0.54,2025-04-11,0830,N20,VIIRS,l,2,314,5.97,D,0
24.92286,76.52171,352.09,0.5,0.49,2025-04-11,0830,N20,VIIRS,n,2,317.63,14.06,D,0
24.92235,76.51674,347.08,0.5,0.49,2025-04-11,0830,N20,VIIRS,n,2,315.41,14.06,D,0
24.92738,76.52114,350.47,0.5,0.49,2025-04-11,0830,N20,VIIRS,n,2,318.36,14.06,D,0
24.92687,76.51617,346.59,0.5,0.49,2025-04-11,0830,N20,VIIRS,n,2,312.41,14.06,D,0
24.92789,76.52612,367,0.5,0.49,2025-04-11,0830,N20,VIIRS,l,2,332.46,116.21,D,0
24.73762,74.74442,367,0.39,0.44,2025-04-11,0830,N20,VIIRS,h,2,321.54,19.33,D,0
24.74165,74.74388,355.65,0.39,0.44,2025-04-11,0830,N20,VIIRS,n,2,323.02,19.33,D,0
24.57011,73.20039,346.59,0.49,0.4,2025-04-11,0830,N20,VIIRS,n,2,312.43,3.19,D,0
24.98113,76.59621,347.55,0.51,0.49,2025-04-11,0830,N20,VIIRS,n,2,316.95,14.85,D,0
24.9197,75.94359,341.32,0.46,0.47,2025-04-11,0830,N20,VIIRS,n,2,310.18,3.99,D,0
24.62909,73.36738,343.77,0.5,0.41,2025-04-11,0830,N20,VIIRS,l,2,316.48,8.82,D,0
24.69655,73.71952,346.37,0.52,0.41,2025-04-11,0830,N20,VIIRS,l,2,316.82,11.04,D,0
24.87604,75.24036,343.81,0.42,0.45,2025-04-11,0830,N20,VIIRS,l,2,314.49,3.2,D,0
25.1992,78.3929,367,0.33,0.55,2025-04-11,0830,N20,VIIRS,h,2,311.46,10.99,D,0
25.08841,77.05689,343.92,0.55,0.51,2025-04-11,0830,N20,VIIRS,n,2,316.33,11.09,D,0
25.08788,77.05148,342.86,0.55,0.51,2025-04-11,0830,N20,VIIRS,n,2,314.33,11.61,D,0
24.92885,75.48783,350.93,0.44,0.46,2025-04-11,0830,N20,VIIRS,n,2,319,14.14,D,0
25.02146,76.05608,354.52,0.47,0.48,2025-04-11,0830,N20,VIIRS,n,2,319.29,35.72,D,0
25.02095,76.05138,352.94,0.47,0.48,2025-04-11,0830,N20,VIIRS,n,2,322.57,30.44,D,0
25.02637,76.06026,367,0.47,0.48,2025-04-11,0830,N20,VIIRS,h,2,333.72,46.45,D,0
25.02688,76.06496,348.15,0.47,0.48,2025-04-11,0830,N20,VIIRS,n,2,319.92,73.22,D,0
25.02586,76.05555,352.78,0.47,0.48,2025-04-11,0830,N20,VIIRS,n,2,323.25,46.45,D,0
25.02535,76.05085,350.25,0.47,0.48,2025-04-11,0830,N20,VIIRS,n,2,317.4,10.9,D,0
25.03077,76.05972,350.05,0.47,0.48,2025-04-11,0830,N20,VIIRS,n,2,315.34,46.45,D,0
25.27742,78.29102,355.75,0.33,0.55,2025-04-11,0830,N20,VIIRS,n,2,311.34,4.38,D,0
25.13746,76.88916,337.01,0.53,0.5,2025-04-11,0830,N20,VIIRS,l,2,311.07,4.83,D,0
24.70702,73.16204,335.22,0.48,0.4,2025-04-11,0830,N20,VIIRS,l,2,309.7,3.26,D,0
25.27568,78.29111,354.07,0.33,0.55,2025-04-11,0830,N20,VIIRS,n,2,311.07,4.3,D,0
25.16675,76.96224,345.48,0.54,0.51,2025-04-11,0830,N20,VIIRS,l,2,315.49,5.41,D,0
25.13147,76.33918,344.36,0.49,0.49,2025-04-11,0830,N20,VIIRS,n,2,314.34,4.32,D,0
25.13339,76.31418,367,0.49,0.49,2025-04-11,0830,N20,VIIRS,h,2,320.38,18.32,D,0
25.1339,76.31906,353.52,0.49,0.49,2025-04-11,0830,N20,VIIRS,n,2,318.27,18.32,D,0
25.13288,76.30929,346.05,0.49,0.49,2025-04-11,0830,N20,VIIRS,n,2,318.23,16.55,D,0
25.13787,76.31364,367,0.49,0.49,2025-04-11,0830,N20,VIIRS,h,2,316.58,18.32,D,0
25.14562,76.25852,367,0.49,0.48,2025-04-11,0830,N20,VIIRS,h,2,342.19,76.28,D,0
25.1506,76.26284,339.24,0.49,0.48,2025-04-11,0830,N20,VIIRS,n,2,311.83,97.42,D,0
25.15008,76.25798,341.33,0.49,0.48,2025-04-11,0830,N20,VIIRS,n,2,314.09,76.28,D,0
24.89849,73.85579,348.08,0.53,0.42,2025-04-11,0830,N20,VIIRS,l,2,320.26,10.59,D,0
25.40177,78.22494,352.95,0.33,0.55,2025-04-11,0830,N20,VIIRS,n,2,312.18,5.21,D,0
25.37199,77.68355,348.52,0.6,0.53,2025-04-11,0830,N20,VIIRS,n,2,315.02,19.94,D,0
25.37689,77.68296,354.3,0.6,0.53,2025-04-11,0830,N20,VIIRS,n,2,314.36,25.05,D,0
