month,district,t2m,tp,u10,v10
2024-02,Idukki,291.91460755813955,0.0006725108034388963,-1.0267880461936774,-0.31651399301928146
2024-02,Palakkad,296.0170110887097,5.9181629049201164e-05,-1.3147053872385333,-0.4611093459590789
2024-02,Thrissur,297.5887920673077,0.00013656588271260262,-1.2898122347318208,-0.7215498410738431
