month,district,t2m,tp,u10,v10
2024-11,Idukki,292.18354832848837,0.008232874925746474,-0.7140706528064816,-0.2570641983387082
2024-11,Palakkad,295.0089150705645,0.002798736576111086,-0.9649047236288747,-0.3202880121046497
2024-11,Thrissur,296.3483135516827,0.0031385903175060567,-1.048895762516902,-0.5326194763183594
