month,district,t2m,tp,u10,v10
2024-01,Idukki,291.7648301235465,0.0033877755320349404,-1.1144306271575217,-0.23864652944165607
2024-01,Palakkad,294.8677230342742,0.0018319152295589447,-1.5524101257324219,-0.4590335353728264
2024-01,Thrissur,296.45350060096155,0.002503007650375366,-1.5554087712214544,-0.5805870936467097
