month,district,t2m,tp,u10,v10
2024-10,Idukki,292.59972292877904,0.008412675109020499,-0.14628998068876045,0.04863186769707258
2024-10,Palakkad,295.6618258568548,0.007461146481575504,0.004895887067241054,0.23149118115825038
2024-10,Thrissur,296.5485276442308,0.007463509073624244,-0.7135330346914438,0.37292311741755557
