system:index,confidence,date,.geo
2024323,-9999,2024-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024324,-9999,2024-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024325,-9999,2024-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024326,-9999,2024-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024327,-9999,2024-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024328,-9999,2024-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024329,-9999,2024-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024330,-9999,2024-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024331,-9999,2024-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024332,-9999,2024-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024333,-9999,2024-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024334,-9999,2024-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024335,-9999,2024-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024336,-9999,2024-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024337,-9999,2024-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024338,-9999,2024-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024339,-9999,2024-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024340,-9999,2024-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024341,-9999,2024-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024342,-9999,2024-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024343,-9999,2024-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024344,-9999,2024-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024345,-9999,2024-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024346,-9999,2024-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024347,-9999,2024-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024348,-9999,2024-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024349,-9999,2024-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024350,-9999,2024-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024351,-9999,2024-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024352,-9999,2024-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024353,-9999,2024-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024354,-9999,2024-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024355,-9999,2024-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024356,-9999,2024-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024357,-9999,2024-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024358,-9999,2024-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024359,-9999,2024-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024360,-9999,2024-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024361,-9999,2024-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024362,-9999,2024-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024363,-9999,2024-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024364,-9999,2024-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024365,-9999,2024-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
