valid_time,latitude,longitude,2m_temperature_c,2m_dewpoint_temperature_c,relative_humidity_percent,wind_speed_kmh,total_precipitation_mm
2025-07-26 00:00:00,11.100000000000003,76.7999999999999,21.010406,20.78775,98.64025,6.5871463,7.2703657
2025-07-26 00:00:00,11.100000000000003,76.89999999999989,21.26236,20.834625,97.40708,8.49568,5.4447355
2025-07-26 00:00:00,11.100000000000003,77.0,21.865875,21.297516,96.58295,10.734716,3.8776994
2025-07-26 00:00:00,11.000000000000004,75.89999999999995,24.695953,23.37564,92.37722,14.580023,28.43231
2025-07-26 00:00:00,11.000000000000004,75.99999999999994,24.047516,23.010406,93.9395,10.7105875,33.498974
2025-07-26 00:00:00,11.000000000000004,76.09999999999994,23.485016,22.670563,95.19301,8.892823,42.94297
2025-07-26 00:00:00,11.000000000000004,76.19999999999993,23.615875,22.871735,95.604095,6.9125266,44.578316
2025-07-26 00:00:00,11.000000000000004,76.29999999999993,23.707672,23.258453,97.32744,5.718475,42.826294
2025-07-26 00:00:00,11.000000000000004,76.39999999999992,23.485016,23.1315,97.88803,6.1022263,35.737038
2025-07-26 00:00:00,11.000000000000004,76.49999999999991,22.305328,21.953766,97.88106,7.1177974,26.417881
2025-07-26 00:00:00,11.000000000000004,76.59999999999991,21.051422,20.79361,98.42749,6.9115725,19.340246
2025-07-26 00:00:00,11.000000000000004,76.6999999999999,20.026031,19.877594,99.08489,6.9641223,12.726516
2025-07-26 00:00:00,11.000000000000004,76.7999999999999,20.047516,19.772125,98.308334,8.613081,7.5027647
2025-07-26 00:00:00,11.000000000000004,76.89999999999989,21.084625,20.453766,96.19148,11.859776,4.8501787
2025-07-26 00:00:00,11.000000000000004,77.0,22.25064,21.358063,94.69495,14.223825,3.1989217
2025-07-26 00:00:00,10.900000000000004,75.89999999999995,24.748688,23.455719,92.53261,16.154675,29.432863
2025-07-26 00:00:00,10.900000000000004,75.99999999999994,24.203766,23.090485,93.51469,12.408876,34.73571
2025-07-26 00:00:00,10.900000000000004,76.09999999999994,23.904938,22.893219,94.077805,10.315342,36.532967
2025-07-26 00:00:00,10.900000000000004,76.19999999999993,23.703766,22.76236,94.4711,8.203817,36.486954
2025-07-26 00:00:00,10.900000000000004,76.29999999999993,23.715485,23.067047,96.16261,7.044279,35.70068
2025-07-26 00:00:00,10.900000000000004,76.39999999999992,23.789703,23.41861,97.78904,6.739718,33.008812
2025-07-26 00:00:00,10.900000000000004,76.49999999999991,22.873688,22.652985,98.67081,7.17877,27.222603
2025-07-26 00:00:00,10.900000000000004,76.59999999999991,21.598297,21.459625,99.15496,7.4887385,20.093739
2025-07-26 00:00:00,10.900000000000004,76.6999999999999,20.803375,20.701813,99.37677,8.000181,13.702125
2025-07-26 00:00:00,10.900000000000004,76.7999999999999,21.373688,21.192047,98.892525,9.473195,8.210987
2025-07-26 00:00:00,10.900000000000004,76.89999999999989,22.332672,21.78775,96.73316,13.552954,5.584359
2025-07-26 00:00:00,10.900000000000004,77.0,22.746735,21.68814,93.75857,17.151705,3.3921003
2025-07-26 00:00:00,10.800000000000004,75.99999999999994,24.477203,23.21939,92.714745,13.756571,29.67319
2025-07-26 00:00:00,10.800000000000004,76.09999999999994,24.305328,23.121735,93.12282,11.655924,29.628128
2025-07-26 00:00:00,10.800000000000004,76.19999999999993,24.010406,22.916656,93.61625,9.660694,29.51917
2025-07-26 00:00:00,10.800000000000004,76.29999999999993,23.613922,22.785797,95.1187,8.613886,28.795988
2025-07-26 00:00:00,10.800000000000004,76.39999999999992,23.377594,22.891266,97.10243,8.135181,27.813673
2025-07-26 00:00:00,10.800000000000004,76.49999999999991,23.16275,22.953766,98.743706,7.949693,26.052952
2025-07-26 00:00:00,10.800000000000004,76.59999999999991,22.893219,22.779938,99.3159,7.990035,22.109896
2025-07-26 00:00:00,10.800000000000004,76.6999999999999,22.713531,22.623688,99.456375,8.589345,15.726507
2025-07-26 00:00:00,10.800000000000004,76.7999999999999,22.832672,22.707672,99.24502,9.965377,10.073721
2025-07-26 00:00:00,10.800000000000004,76.89999999999989,22.861969,22.291656,96.59662,14.139554,7.606059
2025-07-26 00:00:00,10.800000000000004,77.0,22.705719,21.60025,93.48833,18.381166,5.135596
2025-07-26 00:00:00,10.700000000000005,75.99999999999994,24.545563,23.28189,92.68555,15.469325,27.801275
2025-07-26 00:00:00,10.700000000000005,76.09999999999994,24.37564,23.166656,92.983505,12.262036,26.135445
2025-07-26 00:00:00,10.700000000000005,76.19999999999993,24.151031,23.039703,93.52325,10.267605,25.911957
2025-07-26 00:00:00,10.700000000000005,76.29999999999993,23.692047,22.842438,94.99775,9.293443,25.213718
2025-07-26 00:00:00,10.700000000000005,76.39999999999992,23.393219,22.893219,97.02238,8.599666,25.602282
2025-07-26 00:00:00,10.700000000000005,76.49999999999991,23.455719,23.311188,99.13157,6.935694,30.39214
2025-07-26 00:00:00,10.700000000000005,76.59999999999991,23.557281,23.447906,99.342705,7.1666484,26.390345
2025-07-26 00:00:00,10.700000000000005,76.6999999999999,23.184235,23.092438,99.446556,7.703638,20.550846
2025-07-26 00:00:00,10.700000000000005,76.7999999999999,22.838531,22.682281,99.0571,9.1556,15.097022
2025-07-26 00:00:00,10.700000000000005,76.89999999999989,22.805328,22.23111,96.57222,13.24845,12.496143
2025-07-26 00:00:00,10.700000000000005,77.0,22.740875,21.680328,93.74711,16.342344,8.514971
2025-07-26 00:00:00,10.600000000000005,75.99999999999994,24.570953,23.320953,92.763435,18.426477,27.466505
2025-07-26 00:00:00,10.600000000000005,76.09999999999994,24.410797,23.203766,92.996254,14.723579,24.801641
2025-07-26 00:00:00,10.600000000000005,76.19999999999993,24.23111,23.10025,93.41664,10.781988,22.622734
2025-07-26 00:00:00,10.600000000000005,76.29999999999993,23.838531,22.963531,94.8572,9.625828,23.246765
2025-07-26 00:00:00,10.600000000000005,76.39999999999992,23.360016,22.891266,97.20551,7.6058564,29.091476
2025-07-26 00:00:00,10.600000000000005,76.49999999999991,23.070953,22.963531,99.35205,5.9330683,34.383057
2025-07-26 00:00:00,10.600000000000005,76.59999999999991,22.647125,22.547516,99.39714,6.278367,30.175776
2025-07-26 00:00:00,10.600000000000005,76.6999999999999,22.029938,21.91275,99.28781,6.7659397,25.09746
2025-07-26 00:00:00,10.600000000000005,76.7999999999999,22.15689,21.924469,98.593124,8.336546,20.435928
2025-07-26 00:00:00,10.600000000000005,76.89999999999989,23.03189,22.422516,96.37182,11.09884,16.113192
2025-07-26 00:00:00,10.600000000000005,77.0,23.328766,22.26236,93.74044,13.352782,11.023879
2025-07-26 00:00:00,10.500000000000005,76.09999999999994,24.541656,23.342438,93.046745,16.028439,23.527473
2025-07-26 00:00:00,10.500000000000005,76.19999999999993,24.442047,23.277985,93.23953,11.846335,21.097183
2025-07-26 00:00:00,10.500000000000005,76.29999999999993,23.90689,23.047516,94.94948,9.002046,24.716108
2025-07-26 00:00:00,10.500000000000005,76.39999999999992,23.223297,22.740875,97.122116,7.0060267,30.471653
2025-07-26 00:00:00,10.500000000000005,76.49999999999991,22.309235,22.160797,99.1005,5.582339,34.784794
2025-07-26 00:00:00,10.500000000000005,76.59999999999991,21.108063,21.00064,99.34242,5.754088,31.555206
2025-07-26 00:00:00,10.500000000000005,76.6999999999999,20.414703,20.283844,99.19526,6.21595,27.14041
2025-07-26 00:00:00,10.500000000000005,76.7999999999999,20.777985,20.559235,98.6616,6.99585,25.709808
2025-07-26 00:00:00,10.500000000000005,76.89999999999989,21.811188,21.252594,96.63942,8.7926445,21.759838
2025-07-26 00:00:00,10.500000000000005,77.0,21.678375,20.672516,94.014565,10.991025,16.624033
2025-07-26 00:00:00,10.400000000000006,76.19999999999993,24.633453,23.44986,93.1391,12.146774,21.999567
2025-07-26 00:00:00,10.400000000000006,76.29999999999993,24.184235,23.28189,94.713646,9.097408,24.253815
2025-07-26 00:00:00,10.400000000000006,76.39999999999992,23.54361,22.977203,96.636566,6.9946003,28.55438
2025-07-26 00:00:00,10.400000000000006,76.49999999999991,22.479156,22.248688,98.608246,5.601204,32.520355
2025-07-26 00:00:00,10.400000000000006,76.59999999999991,21.096344,20.916656,98.90209,5.716682,30.110062
2025-07-26 00:00:00,10.400000000000006,76.6999999999999,19.990875,19.832672,99.02468,6.2750506,32.73797
2025-07-26 00:00:00,10.400000000000006,76.7999999999999,20.246735,20.065094,98.88307,6.9304876,38.566677
2025-07-26 00:00:00,10.400000000000006,76.89999999999989,19.797516,19.34439,97.22474,7.9868517,32.723663
2025-07-26 00:00:00,10.400000000000006,77.0,18.266266,17.430328,94.874954,9.705616,27.132452
2025-07-26 00:00:00,10.300000000000006,76.19999999999993,24.715485,23.46939,92.79282,12.64305,23.109554
2025-07-26 00:00:00,10.300000000000006,76.29999999999993,24.369781,23.424469,94.475624,9.289496,25.068968
2025-07-26 00:00:00,10.300000000000006,76.39999999999992,23.846344,23.2565,96.507355,7.0455604,28.181374
2025-07-26 00:00:00,10.300000000000006,76.49999999999991,23.141266,22.840485,98.19595,5.5629563,31.185627
2025-07-26 00:00:00,10.300000000000006,76.59999999999991,21.879547,21.672516,98.74336,5.779181,35.542606
2025-07-26 00:00:00,10.300000000000006,76.6999999999999,21.041656,20.893219,99.09188,6.4204173,44.52631
2025-07-26 00:00:00,10.300000000000006,76.7999999999999,20.87564,20.72525,99.07884,7.075307,50.624966
2025-07-26 00:00:00,10.300000000000006,76.89999999999989,19.26236,18.84439,97.427284,7.8370404,44.244797
2025-07-26 00:00:00,10.300000000000006,77.0,16.752594,16.018219,95.433426,8.774399,37.942677
2025-07-26 00:00:00,10.200000000000006,76.29999999999993,24.371735,23.385406,94.24219,11.467697,28.92998
2025-07-26 00:00:00,10.200000000000006,76.39999999999992,23.957672,23.31314,96.19211,8.94264,31.69349
2025-07-26 00:00:00,10.200000000000006,76.49999999999991,23.488922,23.192047,98.22381,5.508405,32.010406
2025-07-26 00:00:00,10.200000000000006,76.59999999999991,22.670563,22.444,98.63366,5.538689,39.073914
2025-07-26 00:00:00,10.200000000000006,76.6999999999999,22.295563,22.102203,98.82958,6.1166825,47.850014
2025-07-26 00:00:00,10.200000000000006,76.7999999999999,21.85611,21.672516,98.88473,6.7948937,53.183674
2025-07-26 00:00:00,10.200000000000006,76.89999999999989,20.049469,19.611969,97.32436,7.654765,47.56844
2025-07-26 00:00:00,10.200000000000006,77.0,17.121735,16.358063,95.26828,8.743059,41.63894
2025-07-26 00:00:00,10.100000000000007,76.29999999999993,24.520172,23.453766,93.79442,14.988759,34.769268
2025-07-26 00:00:00,10.100000000000007,76.39999999999992,24.049469,23.365875,95.9682,10.929625,34.359543
2025-07-26 00:00:00,10.100000000000007,76.49999999999991,23.62564,23.307281,98.09827,5.9850445,31.779469
2025-07-26 00:00:00,10.100000000000007,76.59999999999991,23.21939,22.953766,98.40626,5.638648,37.63592
2025-07-26 00:00:00,10.100000000000007,76.6999999999999,23.03775,22.811188,98.63738,5.86917,44.959335
2025-07-26 00:00:00,10.100000000000007,76.7999999999999,22.299469,22.051422,98.50076,6.5640917,49.43925
2025-07-26 00:00:00,10.100000000000007,76.89999999999989,20.692047,20.205719,97.04394,7.7545595,45.29652
2025-07-26 00:00:00,10.100000000000007,77.0,18.178375,17.389313,95.15293,10.460177,43.888508
2025-07-26 00:00:00,10.000000000000007,76.29999999999993,24.830719,23.715485,93.533066,17.068815,37.468582
2025-07-26 00:00:00,10.000000000000007,76.39999999999992,24.2565,23.567047,95.94046,11.642186,34.067482
2025-07-26 00:00:00,10.000000000000007,76.49999999999991,23.740875,23.377594,97.83436,7.0802746,32.211216
2025-07-26 00:00:00,10.000000000000007,76.59999999999991,23.432281,23.160797,98.373955,6.2836137,37.133694
2025-07-26 00:00:00,10.000000000000007,76.6999999999999,23.12564,22.867828,98.451744,6.3563,43.700485
2025-07-26 00:00:00,10.000000000000007,76.7999999999999,22.483063,22.180328,98.17541,6.916628,47.403038
2025-07-26 00:00:00,10.000000000000007,76.89999999999989,21.430328,20.902985,96.81575,9.479658,47.160984
