latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
55.5925,-106.73174,348.87,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,300.67,9.93,N
55.59286,-101.5682,302.26,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.24,1.22,N
55.59341,-106.73772,333.69,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,297.6,3.49,N
55.59361,-101.55318,321.0,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.97,1.55,N
55.59431,-106.74371,329.78,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,296.62,3.49,N
55.59455,-102.91455,318.77,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.81,3.4,N
55.59481,-107.67983,309.29,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.52,1.45,N
55.59483,-106.72423,337.61,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,302.65,8.7,N
55.59488,-101.55963,313.13,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.23,1.22,N
55.59509,-107.25857,302.32,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.69,0.91,N
55.59521,-106.7497,338.33,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.52,4.61,N
55.59538,-102.91328,322.71,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.02,1.99,N
55.5956,-103.07707,346.77,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,296.22,12.0,N
55.59566,-101.54475,297.74,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.06,1.08,N
55.5957,-105.40463,320.05,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.32,1.61,N
55.59574,-106.73021,352.59,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,301.38,8.7,N
55.59616,-101.56613,308.63,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.99,1.22,N
55.59639,-106.6658,309.56,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.39,1.11,N
55.59664,-106.7362,341.1,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,300.85,7.68,N
55.59667,-107.67879,301.59,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.09,0.81,N
55.5973,-106.67178,317.7,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.96,2.12,N
55.59753,-107.68489,305.64,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.37,1.17,N
55.59755,-106.74219,367.0,0.39,0.36,2025-07-31,917,N20,VIIRS,h,2.0NRT,311.48,7.68,N
55.59763,-101.44174,310.21,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.15,1.25,N
55.59807,-106.72271,345.32,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,298.12,8.7,N
55.59836,-101.42661,302.18,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.02,1.66,N
55.59844,-106.74818,321.93,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.23,2.89,N
55.59864,-102.91142,307.09,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.87,1.99,N
55.59891,-101.44822,301.38,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.73,1.25,N
55.59897,-106.72869,334.27,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.5,8.7,N
55.59947,-101.56406,325.27,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.72,4.89,N
55.5996,-102.89722,298.5,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.57,1.67,N
55.59966,-101.43317,311.36,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.32,1.66,N
55.59977,-102.91756,298.69,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.99,1.87,N
55.59987,-106.73468,340.96,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,298.08,7.68,N
55.59987,-105.40894,302.92,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.59,1.61,N
55.6004,-106.71519,299.95,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.84,0.74,N
55.60053,-106.67025,320.96,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.02,1.64,N
55.60075,-102.90339,311.94,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.63,1.29,N
55.60078,-106.74068,335.25,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.63,7.68,N
55.60084,-105.41487,307.77,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.05,0.69,N
55.60095,-101.43969,308.71,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.23,1.25,N
55.6013,-106.72118,323.76,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.87,2.49,N
55.60139,-108.82461,297.39,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.98,0.54,N
55.60144,-106.67624,310.67,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.53,1.64,N
55.60168,-101.42455,303.91,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.5,1.35,N
55.60189,-102.90957,313.92,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.54,1.29,N
55.60223,-101.44617,308.46,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.93,1.25,N
55.60234,-106.68222,344.45,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.84,5.93,N
55.60297,-101.4311,310.69,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.01,1.35,N
55.60303,-102.91572,303.21,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.3,0.97,N
55.6031,-103.05927,303.18,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.99,2.65,N
55.60321,-103.07953,299.39,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.13,1.5,N
55.60351,-101.45267,302.68,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.89,0.81,N
55.60379,-102.88107,299.87,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.31,1.47,N
55.604,-102.90153,313.92,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.99,1.29,N
55.60408,-107.68198,306.63,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.83,1.45,N
55.60422,-103.06541,329.54,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.91,2.65,N
55.60427,-101.43763,324.01,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.27,1.96,N
55.60467,-106.67471,302.25,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.52,1.64,N
55.605,-101.42249,309.63,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.18,1.35,N
55.60501,-105.41917,310.53,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.58,1.3,N
55.60514,-102.90771,297.96,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.76,1.29,N
55.60534,-103.07156,322.22,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.84,6.48,N
55.60555,-101.44415,317.48,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.1,1.96,N
55.60558,-106.68069,346.08,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,295.43,5.93,N
55.60561,-101.53873,298.35,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.9,1.12,N
55.6061,-102.89346,300.64,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.9,1.38,N
55.60629,-102.91388,300.7,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.45,0.97,N
55.60645,-103.07767,349.18,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,296.26,6.48,N
55.60683,-101.45064,303.36,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.72,1.02,N
55.60735,-107.68053,305.81,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.34,1.45,N
55.60746,-103.06357,325.61,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.52,2.65,N
55.60759,-101.4356,298.79,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.85,1.96,N
55.60822,-107.68664,323.68,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.5,1.45,N
55.60841,-106.6537,298.08,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.19,0.82,N
55.60854,-105.39813,336.73,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.44,3.93,N
55.60858,-103.0697,346.13,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,297.22,6.48,N
55.60863,-107.54347,331.78,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.35,3.71,N
55.60889,-106.7946,316.09,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.05,1.12,N
55.60892,-101.53667,311.75,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.62,1.73,N
55.60907,-101.40538,300.3,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.79,1.07,N
55.60932,-106.65968,300.14,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.47,0.82,N
55.60935,-102.89159,306.52,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.45,1.38,N
55.6095,-107.54957,335.41,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,295.55,2.72,N
55.6095,-105.40406,333.55,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.8,3.93,N
55.60958,-106.73011,318.5,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.42,3.1,N
55.6097,-103.07581,350.55,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.32,6.48,N
55.61036,-101.41192,312.37,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.38,1.07,N
55.61038,-107.55566,306.0,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.02,2.72,N
55.61047,-105.41,329.74,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.99,2.93,N
55.61048,-106.7361,353.37,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.65,3.1,N
55.6105,-102.89777,297.37,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.99,1.06,N
55.61071,-103.06171,309.77,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.24,1.36,N
55.61138,-106.74209,337.7,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.16,4.17,N
55.61143,-105.41593,307.37,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.72,2.93,N
55.61149,-107.68519,301.0,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.64,0.73,N
55.61165,-106.65218,299.48,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.83,0.77,N
55.61182,-103.06785,342.86,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.95,3.93,N
55.61191,-106.7226,303.28,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.88,0.98,N
55.61255,-106.65815,300.25,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.67,0.77,N
55.61272,-105.40244,319.45,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.25,3.93,N
55.61281,-106.72858,308.34,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.43,3.1,N
55.61295,-106.68362,305.87,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.4,1.24,N
55.61302,-107.67149,313.06,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.68,1.93,N
55.61324,-101.48315,327.31,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.3,3.23,N
55.61341,-107.52834,302.12,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.13,0.97,N
55.61346,-106.66413,302.83,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.33,1.6,N
55.61368,-105.40837,338.44,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,296.2,2.93,N
55.61368,-101.40985,325.62,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.82,2.56,N
55.61374,-102.8959,302.41,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.14,1.69,N
55.61389,-107.67762,310.26,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.2,0.73,N
55.61396,-103.05987,302.49,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.68,1.36,N
55.61428,-107.53445,317.06,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.4,2.47,N
55.61488,-106.65064,299.39,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.65,0.77,N
55.61489,-102.90209,311.88,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.03,1.69,N
55.61497,-101.41638,310.05,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.29,1.61,N
55.61507,-103.06599,313.18,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.35,3.93,N
55.61514,-106.72107,314.55,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.13,1.6,N
55.61516,-107.54053,324.65,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.37,2.47,N
55.6158,-107.5208,333.48,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.47,3.85,N
55.61592,-105.40081,322.02,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.59,1.65,N
55.61604,-106.72706,303.6,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.32,2.37,N
55.61618,-106.68209,301.0,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.46,1.42,N
55.61625,-101.4229,306.31,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.68,1.61,N
55.61627,-107.57248,325.84,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.08,2.63,N
55.61642,-106.75256,303.86,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.79,0.53,N
55.61657,-106.70756,307.15,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.32,0.68,N
55.61667,-107.52689,342.61,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,296.66,3.85,N
55.61689,-105.40674,319.98,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.66,2.62,N
55.617,-101.40781,307.36,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.98,2.56,N
55.61708,-106.68807,301.57,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.83,0.36,N
55.61715,-107.57858,338.26,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,296.44,2.63,N
55.61716,-107.67616,330.23,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.37,2.26,N
55.6172,-103.05801,305.86,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.4,1.69,N
55.61747,-106.71355,301.7,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.17,1.6,N
55.61755,-107.53298,304.01,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.51,1.77,N
55.61759,-101.52408,311.42,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.13,2.03,N
55.61802,-107.58469,338.07,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,295.18,2.86,N
55.61829,-101.41433,323.61,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.8,1.61,N
55.61831,-103.06415,302.53,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.87,0.95,N
55.61837,-106.71955,326.38,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.67,1.6,N
55.61842,-107.53907,323.72,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.05,1.77,N
55.61848,-101.05365,296.95,0.44,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.9,0.74,N
55.61889,-107.59078,335.29,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.45,2.86,N
55.61914,-105.39919,301.37,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.75,1.65,N
55.61927,-106.72554,332.09,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.67,2.37,N
55.6193,-107.54517,301.43,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.37,1.43,N
55.61957,-101.42084,307.39,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.24,1.61,N
55.61966,-106.75104,322.15,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.32,1.87,N
55.61977,-107.5969,295.19,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.43,1.4,N
55.61992,-106.66107,299.67,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.61,0.78,N
55.61993,-107.52542,317.04,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.29,3.85,N
55.62008,-103.008,301.92,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.2,0.7,N
55.62041,-107.57711,301.22,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.51,2.63,N
55.62043,-107.67469,311.47,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.62,2.26,N
55.62044,-103.05617,320.28,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.94,1.69,N
55.62049,-101.04495,297.88,0.44,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.13,1.0,N
55.62081,-107.53151,310.22,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.1,1.77,N
55.62086,-101.42737,311.27,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.85,1.98,N
55.62106,-102.99387,304.44,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.62,1.28,N
55.62128,-107.58322,301.08,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.7,2.86,N
55.62134,-106.64757,303.39,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.95,0.88,N
55.62139,-101.44901,299.76,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.01,1.18,N
55.62151,-103.05471,320.63,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.29,2.56,N
55.62156,-103.0623,306.67,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.51,0.95,N
55.62161,-101.4123,303.31,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.43,0.72,N
55.62169,-107.53761,319.05,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.06,1.77,N
55.62214,-101.43391,313.81,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.67,1.98,N
55.62216,-107.58932,317.67,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.5,2.86,N
55.62225,-106.65356,304.53,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.68,0.88,N
55.62233,-107.51786,297.17,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.84,0.92,N
55.62256,-107.5437,318.81,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.98,1.43,N
55.62264,-103.06084,315.97,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.92,2.56,N
55.6228,-107.40103,307.9,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.27,1.37,N
55.62303,-107.59544,328.71,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.04,1.4,N
55.62315,-106.65955,299.39,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.68,0.78,N
55.62333,-103.00618,295.62,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.62,0.7,N
55.62341,-106.73,300.7,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.53,1.09,N
55.62343,-101.44044,307.22,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.89,1.18,N
55.62368,-107.4071,311.36,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.67,1.37,N
55.6237,-107.67323,303.35,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.59,0.8,N
55.62391,-107.60155,296.07,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.72,1.4,N
55.62408,-107.53004,309.41,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.45,1.57,N
55.62431,-102.99203,316.33,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.08,1.6,N
55.62432,-106.736,304.46,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.03,0.5,N
55.62457,-106.64605,304.33,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.4,0.96,N
55.62471,-101.44691,311.48,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.86,1.18,N
55.62476,-103.05287,331.79,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.97,2.56,N
55.62495,-107.53614,312.89,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.02,1.57,N
55.62548,-106.65204,303.32,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.84,0.96,N
55.62548,-101.52649,296.14,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.14,0.77,N
55.62583,-107.54224,327.73,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.81,2.5,N
55.62598,-101.4534,310.14,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.28,2.09,N
55.62625,-101.51148,300.31,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.12,2.11,N
55.62673,-101.43832,324.63,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.06,3.58,N
55.62687,-103.04485,318.71,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.92,1.61,N
55.62694,-107.40562,309.63,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.07,1.17,N
55.62717,-107.60007,304.99,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.49,1.54,N
55.62752,-101.51795,326.7,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.84,2.11,N
55.62756,-102.99019,310.86,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.71,1.6,N
55.62758,-107.55443,297.52,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.34,0.79,N
55.62793,-106.75998,341.01,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.73,4.48,N
55.628,-103.05102,296.68,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.83,1.13,N
55.62801,-101.44483,338.51,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.9,3.58,N
55.6287,-102.99636,299.61,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.84,1.11,N
55.6288,-101.52444,299.77,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.06,0.89,N
55.62909,-107.54077,315.73,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.66,2.5,N
55.62929,-101.45132,332.99,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.05,4.68,N
55.62956,-101.50942,313.01,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.62,2.11,N
55.63011,-103.043,301.93,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.26,1.61,N
55.63083,-101.5159,319.11,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.81,2.11,N
55.63085,-107.55296,307.67,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.04,0.79,N
55.63125,-103.04917,317.73,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.25,1.13,N
55.63132,-101.44273,319.83,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.38,3.58,N
55.63174,-101.11958,298.7,0.44,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.31,1.23,N
55.63195,-102.99451,302.28,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.67,1.1,N
55.63211,-101.52238,311.34,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.51,0.89,N
55.63236,-107.53931,303.43,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.66,0.82,N
55.63287,-101.50738,315.28,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.75,2.56,N
55.63324,-107.5454,298.9,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.7,0.82,N
55.63335,-103.04115,299.87,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.16,1.14,N
55.6338,-101.07373,296.31,0.44,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.69,1.22,N
55.63405,-102.98646,312.02,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.46,1.68,N
55.63411,-107.55149,298.95,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.1,0.69,N
55.63414,-101.51385,330.9,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.19,2.56,N
55.63449,-103.04733,297.4,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.34,0.47,N
55.63475,-107.53174,307.12,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.44,1.44,N
55.63568,-101.48386,303.73,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.45,1.87,N
55.63618,-101.50533,333.35,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.2,2.56,N
55.6365,-107.54394,305.25,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.14,0.82,N
55.63696,-101.49035,309.45,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.62,2.14,N
