latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
57.00249,-101.88075,307.53,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.18,1.36,N
57.00454,-101.87237,305.87,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.41,1.16,N
57.00517,-111.48129,301.68,0.48,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.64,1.53,N
57.00573,-101.87872,313.39,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.82,1.36,N
57.00691,-101.88507,301.78,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.63,1.36,N
57.00801,-111.4723,304.12,0.48,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.48,2.03,N
57.0081,-101.89141,312.95,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.02,1.61,N
57.00929,-101.89777,305.87,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.61,1.61,N
57.01015,-101.88303,315.8,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.01,2.18,N
57.01134,-101.88938,314.69,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.3,2.62,N
57.02337,-103.79018,296.56,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.97,0.85,N
57.03602,-103.82347,295.91,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.13,0.78,N
57.03915,-103.84196,311.91,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.63,1.25,N
57.04019,-103.84811,302.7,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.96,1.25,N
57.04123,-103.85427,308.59,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.68,1.05,N
57.04235,-103.84014,298.44,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.2,0.92,N
57.04287,-111.62388,301.36,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.34,1.98,N
57.04339,-103.84629,299.93,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.85,0.92,N
57.04569,-111.61459,303.72,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.83,2.62,N
57.04805,-121.23717,295.24,0.36,0.57,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.87,0.44,N
57.04875,-103.8365,297.48,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.78,0.76,N
57.05083,-103.84882,299.68,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.47,1.08,N
57.05091,-103.82853,295.79,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.02,1.17,N
57.05195,-103.83469,304.47,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.16,0.76,N
57.05299,-103.84084,299.83,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.09,0.76,N
57.05411,-103.82671,300.31,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.92,1.09,N
57.05842,-103.81072,311.17,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.93,1.75,N
57.05931,-103.85751,312.16,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.88,1.52,N
57.05939,-103.8372,301.76,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.95,1.86,N
57.05946,-103.81689,297.47,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.39,0.46,N
57.06034,-103.86366,319.19,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.67,1.52,N
57.06139,-103.86982,304.24,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.59,0.8,N
57.06147,-103.84953,297.81,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.75,0.83,N
57.06162,-103.80891,318.42,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.07,1.75,N
57.06251,-103.85569,309.0,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.88,1.52,N
57.06355,-103.86185,303.79,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.23,1.52,N
57.06458,-103.868,296.32,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.57,0.8,N
57.06467,-103.84771,301.0,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.01,1.19,N
57.06571,-103.85387,310.06,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.87,1.78,N
57.06674,-103.86002,313.55,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.17,1.78,N
57.06995,-103.8582,315.53,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.87,1.78,N
57.07098,-103.86436,309.34,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.75,1.6,N
57.07562,-101.96321,300.19,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.97,0.54,N
57.09293,-101.26047,342.31,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.01,4.93,N
57.09745,-101.26488,305.07,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.74,2.66,N
57.0982,-101.24976,312.73,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.39,1.81,N
57.1007,-101.26276,321.16,0.41,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.82,2.66,N
57.10732,-97.87436,306.0,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.08,2.17,N
57.11113,-103.83406,310.62,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.85,0.89,N
57.11217,-103.84023,299.88,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.87,0.89,N
57.11248,-97.87937,296.65,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.9,1.22,N
57.11537,-103.83841,297.15,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.79,0.89,N
57.11753,-103.83042,299.22,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.08,2.52,N
57.11864,-103.81626,308.15,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.49,1.06,N
57.11968,-103.82243,298.24,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.97,1.06,N
57.12072,-103.8286,321.85,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.56,2.52,N
57.12079,-103.80826,296.86,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.48,0.91,N
57.12177,-103.83477,344.18,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.9,2.52,N
57.12288,-103.82061,302.03,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.16,1.09,N
57.12295,-103.80026,303.17,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.29,0.91,N
57.12334,-103.65778,295.34,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.12,1.36,N
57.12399,-103.80644,305.22,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.7,0.91,N
57.14029,-103.6955,298.14,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.06,0.88,N
57.14927,-107.89939,296.28,0.4,0.37,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.59,0.73,N
57.15524,-103.68014,295.3,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.19,0.43,N
57.15734,-103.69252,296.51,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.27,0.61,N
57.16342,-97.77187,295.35,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,276.16,1.14,N
57.1659,-97.88354,301.26,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.4,2.44,N
57.17115,-97.87076,308.82,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.05,2.41,N
57.17282,-97.87834,305.44,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.4,1.99,N
57.18692,-97.83245,300.61,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,276.04,1.21,N
57.18916,-97.83251,304.73,0.49,0.4,2025-07-31,917,N20,VIIRS,n,2.0NRT,277.8,1.52,N
57.28008,-96.26723,295.47,0.54,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,276.52,0.73,N
57.40515,-99.40413,330.79,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.34,3.12,N
57.40533,-99.40376,335.52,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.13,5.81,N
57.4066,-99.4111,308.14,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.29,3.12,N
57.40676,-99.41075,311.08,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.18,2.26,N
57.40704,-99.3948,301.13,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.62,1.38,N
57.40837,-100.32195,301.92,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.94,1.01,N
57.40849,-99.40179,313.39,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.86,2.11,N
57.4097,-100.32869,300.6,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.55,1.01,N
57.40994,-99.40875,329.92,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.86,2.11,N
57.41081,-99.3761,300.99,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.42,0.87,N
57.41165,-100.31973,296.09,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.67,0.97,N
57.41299,-100.32645,305.95,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.44,0.97,N
57.41327,-99.40639,299.99,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.78,2.11,N
57.41362,-100.31081,302.97,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.4,0.91,N
57.41432,-100.3332,299.27,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.57,0.88,N
57.41495,-100.31751,307.9,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.82,0.97,N
57.41566,-100.33994,300.06,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.33,0.88,N
57.41628,-100.32423,299.63,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.53,0.97,N
57.41698,-100.34666,297.11,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,277.98,1.1,N
57.41753,-100.2929,299.37,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.18,0.73,N
57.4176,-100.33096,305.18,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.28,0.88,N
57.41795,-99.3551,298.68,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.5,1.3,N
57.41832,-100.35341,297.19,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.65,1.1,N
57.41894,-100.33772,298.45,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.02,0.88,N
57.42028,-100.34446,304.72,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.93,1.1,N
57.42082,-100.29064,304.21,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.65,1.23,N
57.4216,-100.3512,315.85,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.2,1.1,N
57.42356,-100.34224,298.02,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.63,1.23,N
57.42607,-99.35732,305.86,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.74,1.77,N
57.4274,-100.28617,297.55,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.49,1.17,N
57.42748,-100.32432,304.88,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.34,2.14,N
57.42752,-99.3643,313.03,0.44,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.88,1.77,N
57.42802,-100.27043,301.49,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.01,1.32,N
57.42873,-100.29292,297.91,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.18,1.09,N
57.42941,-99.35491,298.13,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.44,0.99,N
57.43069,-100.28393,303.32,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.32,1.17,N
57.43202,-100.29069,303.15,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.77,1.09,N
57.43264,-100.27495,298.27,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.08,1.94,N
57.43335,-100.29742,306.01,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.48,1.09,N
57.43349,-100.37363,309.14,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.11,1.85,N
57.43398,-100.28171,317.37,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.05,1.94,N
57.43468,-100.30416,296.95,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.85,0.71,N
57.43531,-100.28844,314.58,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.34,1.16,N
57.43538,-100.32657,301.14,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.25,1.26,N
57.43545,-100.36471,296.96,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.51,1.43,N
57.43594,-100.27273,315.96,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.0,1.94,N
57.43601,-100.31088,300.39,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.22,0.71,N
57.43664,-100.2952,307.89,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.3,1.16,N
57.43678,-100.37141,318.23,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.98,1.43,N
57.43727,-100.27948,322.04,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.01,1.94,N
57.43797,-100.30193,295.31,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.69,0.83,N
57.4381,-100.37811,302.55,0.42,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.79,1.12,N
57.4386,-100.28621,301.99,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.97,1.16,N
57.43867,-100.32433,297.17,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.76,1.26,N
57.43993,-100.29295,295.4,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.83,1.16,N
57.44126,-100.29968,306.98,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.08,0.83,N
57.44189,-100.28397,298.39,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.99,1.45,N
57.44259,-100.30641,299.57,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,276.95,0.83,N
57.44321,-100.2907,308.78,0.43,0.38,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.93,1.45,N
57.77077,-116.69811,314.98,0.49,0.48,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.17,2.38,N
57.77128,-116.70639,308.47,0.49,0.48,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.07,1.07,N
57.77574,-116.70544,298.17,0.49,0.48,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.17,1.07,N
57.81253,-98.64066,308.25,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.13,2.07,N
57.81466,-98.6403,309.21,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.68,1.9,N
57.81589,-98.63818,301.77,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,280.19,1.24,N
57.81617,-98.64746,297.47,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.27,0.99,N
57.81739,-98.64532,300.53,0.45,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.77,1.24,N
57.83268,-104.08041,307.49,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.6,1.55,N
57.8337,-104.08667,304.07,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.03,0.8,N
57.83689,-104.08485,310.5,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.78,1.9,N
57.84008,-104.08302,326.2,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.18,1.9,N
57.84111,-104.08928,310.22,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.8,1.9,N
57.84328,-104.08119,300.93,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.74,1.05,N
57.84734,-98.57436,299.5,0.46,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.65,1.92,N
57.8507,-98.57188,317.29,0.46,0.39,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.48,1.92,N
58.12896,-103.95152,299.88,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.26,1.17,N
58.20244,-102.15724,300.59,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,275.35,0.6,N
58.20721,-102.20415,297.29,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.19,1.36,N
58.22719,-102.27695,308.17,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.81,2.35,N
58.37902,-102.123,295.17,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,276.16,0.98,N
58.38017,-102.12944,299.25,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,279.01,0.98,N
58.38222,-102.12095,306.97,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,278.86,0.98,N
58.38336,-102.1274,308.61,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.08,0.98,N
58.38655,-102.12534,298.62,0.39,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,277.38,1.12,N
58.40715,-104.16392,295.28,0.38,0.36,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.3,0.78,N
59.30857,-111.77718,295.15,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.85,0.99,N
59.31065,-111.75749,295.39,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,281.68,2.99,N
59.31115,-111.80469,295.76,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.13,0.98,N
59.31409,-111.79414,301.78,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.78,2.42,N
59.31443,-111.75613,327.06,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.35,2.99,N
59.31495,-111.80332,307.04,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.14,1.52,N
59.3153,-111.76527,348.07,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.66,7.68,N
59.31616,-111.77444,298.26,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.25,7.68,N
59.31823,-111.75476,323.96,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.37,9.76,N
59.31875,-111.80196,304.58,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.64,1.52,N
59.31909,-111.76391,326.16,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.05,4.7,N
59.31961,-111.81114,300.45,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.69,1.52,N
59.31995,-111.77309,303.1,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.12,4.7,N
59.32255,-111.8006,298.44,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.74,1.75,N
59.32341,-111.80978,315.43,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.77,1.75,N
59.32428,-111.81898,302.66,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.83,1.09,N
59.32808,-111.81762,296.14,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.3,1.09,N
59.32894,-111.82681,304.16,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,283.08,1.09,N
59.33274,-111.82545,305.26,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.8,1.95,N
59.33361,-111.83466,301.91,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.92,1.74,N
59.33912,-111.83599,295.73,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.68,1.27,N
59.34079,-111.85445,297.66,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.45,1.73,N
59.34121,-111.83195,304.59,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.74,1.51,N
59.34208,-111.84116,295.52,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.15,1.51,N
59.34292,-111.83463,304.12,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.45,1.27,N
59.34295,-111.85039,295.91,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.99,2.75,N
59.34382,-111.8596,324.62,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.01,2.75,N
59.3446,-111.85309,311.6,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.34,1.73,N
59.34468,-111.86884,299.51,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.69,2.71,N
59.34543,-111.86234,324.53,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.54,2.97,N
59.34549,-111.77662,312.39,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.29,2.63,N
59.34627,-111.87159,299.39,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,282.96,2.97,N
59.34633,-111.78582,297.14,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.72,1.63,N
59.34676,-111.84903,295.24,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.01,2.75,N
59.34756,-111.84249,301.33,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.16,4.99,N
59.34762,-111.85825,331.28,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,291.45,2.75,N
59.34827,-111.78188,324.1,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.43,5.14,N
59.3484,-111.85173,311.54,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.07,4.99,N
59.34849,-111.86749,327.64,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.79,2.71,N
59.34924,-111.86097,343.08,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,295.04,4.56,N
59.34969,-111.83844,305.79,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.31,2.19,N
59.35007,-111.87022,320.89,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.44,4.56,N
59.35013,-111.78446,304.26,0.52,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.64,1.07,N
59.35056,-111.84766,346.14,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.2,6.01,N
59.35136,-111.84112,334.04,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.6,4.99,N
59.35143,-111.85689,323.38,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.24,6.01,N
59.3522,-111.85036,341.72,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,294.56,4.99,N
59.3523,-111.86612,330.6,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.17,4.45,N
59.35304,-111.8596,321.68,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.89,4.56,N
59.3535,-111.83708,309.51,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.77,2.19,N
59.35388,-111.86885,315.65,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.77,4.56,N
59.35436,-111.8463,336.88,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,292.87,6.01,N
59.35517,-111.83976,302.17,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.41,1.83,N
59.35524,-111.85553,318.94,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.33,6.01,N
59.35601,-111.84899,319.54,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.88,1.83,N
59.35611,-111.86476,320.03,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.79,4.45,N
59.35685,-111.85823,312.38,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.19,1.72,N
59.35769,-111.86749,304.83,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.54,1.72,N
59.35981,-111.84763,300.8,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.9,1.83,N
59.36066,-111.85686,305.83,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.42,1.72,N
59.3615,-111.86613,306.65,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.9,1.72,N
59.36278,-111.83703,327.93,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,289.3,3.38,N
59.36362,-111.84626,322.87,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.9,3.38,N
59.36447,-111.8555,309.9,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.75,3.86,N
59.36531,-111.86476,312.99,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.46,3.86,N
59.36615,-111.87401,347.38,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,287.84,7.06,N
59.36659,-111.83566,296.53,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,284.03,3.38,N
59.36743,-111.84489,326.8,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.3,3.38,N
59.36828,-111.85413,307.12,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.01,3.86,N
59.36912,-111.86339,345.8,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,293.86,3.86,N
59.36996,-111.87265,310.63,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,286.9,7.06,N
59.37124,-111.84353,306.22,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,285.97,2.13,N
59.37208,-111.85277,311.21,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,288.23,3.04,N
59.37293,-111.86202,325.91,0.53,0.42,2025-07-31,917,N20,VIIRS,n,2.0NRT,290.25,3.04,N
